"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"65"	"ES_Adultos"	"GO:0032944"	"regulation of mononuclear cell proliferation"	"48/1136"	"242/18870"	1.75915098444393e-13	1.46229425581902e-11	1.13939746327964e-11	"7293/8764/3604/149233/1435/6375/7292/57162/1493/3485/11148/941/604/7037/952/3558/59067/836/3659/3567/3596/3565/972/84868/7940/1026/27242/196/3620/3717/29126/6363/283234/51083/2615/3559/3479/6541/10673/384/80381/3965/79915/596/10148/970/3594/259307"	48
"66"	"ES_Adultos"	"GO:0033260"	"nuclear DNA replication"	"19/1136"	"40/18870"	2.19329935278818e-13	1.79513116258971e-11	1.39873892328419e-11	"4175/4171/604/51053/4172/4173/2237/1763/57379/675/5888/54962/641/64785/81620/79915/7083/8318/29980"	19
"67"	"ES_Adultos"	"GO:0050670"	"regulation of lymphocyte proliferation"	"47/1136"	"238/18870"	3.72544256499517e-13	2.99070458612542e-11	2.33031156710762e-11	"7293/8764/3604/149233/6375/7292/57162/1493/3485/11148/941/604/7037/952/3558/59067/836/3659/3567/3596/3565/972/84868/7940/1026/27242/196/3620/3717/29126/6363/283234/51083/2615/3559/3479/6541/10673/384/80381/3965/79915/596/10148/970/3594/259307"	47
"68"	"ES_Adultos"	"GO:0071103"	"DNA conformation change"	"28/1136"	"92/18870"	3.76648885846623e-13	2.99070458612542e-11	2.33031156710762e-11	"4175/10721/4171/5984/3148/3159/4172/10973/5982/4176/84296/4173/79075/9401/1763/5985/5983/4331/5888/80119/641/64785/51659/7153/83990/10856/8318/4174"	28
"69"	"ES_Adultos"	"GO:0070661"	"leukocyte proliferation"	"59/1136"	"350/18870"	5.22693275378066e-13	4.08930621325193e-11	3.18632526074121e-11	"7293/8764/3604/1503/149233/1435/9047/6375/7292/57162/3329/1493/3485/11148/941/604/7037/952/3558/59067/836/1437/3659/3567/3596/3565/972/84868/7940/1026/27242/7128/196/3620/3717/29126/6363/283234/51083/2615/3559/3070/3479/5027/6541/8600/10673/384/80381/5699/3965/79915/596/10148/970/8740/684/3594/259307"	59
"70"	"ES_Adultos"	"GO:0006268"	"DNA unwinding involved in DNA replication"	"14/1136"	"21/18870"	5.93708511612703e-13	4.57757866924577e-11	3.56677973871979e-11	"4175/4171/3159/4172/4176/84296/4173/9401/5888/641/64785/51659/8318/4174"	14
"71"	"ES_Adultos"	"GO:0032943"	"mononuclear cell proliferation"	"55/1136"	"314/18870"	6.61407000421896e-13	5.02669320320641e-11	3.91672295888936e-11	"7293/8764/3604/1503/149233/1435/9047/6375/7292/57162/3329/1493/3485/11148/941/604/7037/952/3558/59067/836/3659/3567/3596/3565/972/84868/7940/1026/27242/196/3620/3717/29126/6363/283234/51083/2615/3559/3070/3479/5027/6541/10673/384/80381/5699/3965/79915/596/10148/970/8740/3594/259307"	55
"72"	"ES_Adultos"	"GO:0051303"	"establishment of chromosome localization"	"30/1136"	"108/18870"	7.85213917925894e-13	5.88357470896586e-11	4.58439200710478e-11	"55143/11004/84722/83540/9928/4751/1063/57405/151648/4292/1894/1062/891/3833/55166/2669/81930/113130/29127/9735/90417/57082/55055/81620/9212/10615/3837/332/10403/147841"	30
"73"	"ES_Adultos"	"GO:0046651"	"lymphocyte proliferation"	"54/1136"	"307/18870"	9.03621414438855e-13	6.67675822890932e-11	5.20242855271961e-11	"7293/8764/3604/1503/149233/9047/6375/7292/57162/3329/1493/3485/11148/941/604/7037/952/3558/59067/836/3659/3567/3596/3565/972/84868/7940/1026/27242/196/3620/3717/29126/6363/283234/51083/2615/3559/3070/3479/5027/6541/10673/384/80381/5699/3965/79915/596/10148/970/8740/3594/259307"	54
"74"	"ES_Adultos"	"GO:0000086"	"G2/M transition of mitotic cell cycle"	"34/1136"	"140/18870"	1.62020314282196e-12	1.180750783536e-10	9.20023067978784e-11	"63967/4998/9928/51514/1063/580/993/890/891/995/8870/1026/1021/9833/6240/7465/595/1111/84930/983/2305/1017/79035/1019/3306/90381/641/9088/5347/9212/990/672/5932/29980"	34
"75"	"ES_Adultos"	"GO:0032946"	"positive regulation of mononuclear cell proliferation"	"35/1136"	"148/18870"	1.75308827872313e-12	1.24668664261639e-10	9.71399287420525e-11	"7293/149233/1435/6375/7292/57162/3485/11148/941/604/7037/952/3558/59067/3567/3596/3565/972/84868/1026/3717/29126/6363/283234/3559/3479/6541/10673/80381/3965/79915/596/10148/970/3594"	35
"76"	"ES_Adultos"	"GO:0008608"	"attachment of spindle microtubules to kinetochore"	"20/1136"	"49/18870"	1.75754695857573e-12	1.24668664261639e-10	9.71399287420525e-11	"55143/11004/83540/4751/57405/151648/1894/1062/891/29127/9735/90417/57082/55055/81620/9212/10615/332/10403/147841"	20
"77"	"ES_Adultos"	"GO:1903046"	"meiotic cell cycle process"	"43/1136"	"214/18870"	2.04141892074367e-12	1.42899324452057e-10	1.11344982131421e-10	"378708/2827/991/8438/83540/259266/23397/151648/4292/993/10051/84057/9319/995/9232/7272/9134/286151/80010/1164/10592/81930/84930/10635/9700/675/3306/5888/9133/9088/5347/2175/7153/29893/7283/146956/83990/201254/10403/256126/898/3976/11144"	43
"78"	"ES_Adultos"	"GO:0051321"	"meiotic cell cycle"	"51/1136"	"287/18870"	2.61954907901264e-12	1.80987027277237e-10	1.4102234139647e-10	"378708/2827/991/8438/83540/259266/4751/9156/23397/151246/151648/4292/993/10051/84057/9319/995/9232/7272/7516/9134/286151/80010/1164/10592/81930/84930/10635/9700/1017/675/3306/5888/55329/9133/9088/5347/2175/7153/29893/7283/146956/83990/201254/10403/5932/256126/898/3976/11144/27127"	51
"79"	"ES_Adultos"	"GO:0071346"	"cellular response to type II interferon"	"31/1136"	"120/18870"	2.70474738536146e-12	1.84477642181063e-10	1.43742175486551e-10	"2633/2634/115361/115362/163351/6846/6375/356/6772/6364/83666/54625/3659/7124/3717/6363/1612/445/2597/3458/84166/6367/3394/3965/6346/6348/6351/6349/71/6370/3594"	31
"80"	"ES_Adultos"	"GO:0070665"	"positive regulation of leukocyte proliferation"	"37/1136"	"166/18870"	2.78168526519538e-12	1.87323615327081e-10	1.45959714514849e-10	"7293/149233/1435/6375/7292/57162/3485/11148/941/604/7037/952/3558/59067/1437/3567/3596/3565/972/84868/1026/3717/29126/6363/283234/3559/3479/6541/10673/80381/3965/79915/596/10148/970/684/3594"	37
"81"	"ES_Adultos"	"GO:0031570"	"DNA integrity checkpoint signaling"	"33/1136"	"135/18870"	2.83557573395141e-12	1.88565786307769e-10	1.46927595267114e-10	"26270/63967/4998/4582/25896/51514/51776/580/83666/151636/8870/1026/595/1111/983/1763/1017/8914/675/5888/79968/54962/90381/641/5347/81620/990/672/146956/83990/8318/51512/29980"	33
"82"	"ES_Adultos"	"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"40/1136"	"193/18870"	4.31214826800807e-12	2.832176393309e-10	2.20678880824117e-10	"80149/149233/6375/7292/725/91543/84695/8809/3329/7855/4292/10039/941/604/7037/7468/3558/3565/84868/4049/7124/6891/7128/80328/80329/196/3717/29126/6363/7186/5027/10673/10538/79915/718/9466/3594/634/5817/259307"	40
"83"	"ES_Adultos"	"GO:2001251"	"negative regulation of chromosome organization"	"27/1136"	"94/18870"	4.58653334335137e-12	2.97565333983284e-10	2.31858386471344e-10	"55143/991/83540/1063/348654/699/57405/4085/9319/891/7272/11130/9700/9735/4331/7517/701/57082/80119/55055/5347/83903/9212/7153/332/10403/147841"	27
"84"	"ES_Adultos"	"GO:0050671"	"positive regulation of lymphocyte proliferation"	"34/1136"	"145/18870"	4.70168255572087e-12	3.01360857788374e-10	2.34815800943929e-10	"7293/149233/6375/7292/57162/3485/11148/941/604/7037/952/3558/59067/3567/3596/3565/972/84868/1026/3717/29126/6363/283234/3559/3479/6541/10673/80381/3965/79915/596/10148/970/3594"	34
"85"	"ES_Adultos"	"GO:0002697"	"regulation of immune effector process"	"61/1136"	"389/18870"	5.24375251683611e-12	3.32104326066287e-10	2.58770644251887e-10	"7293/8764/80149/149233/6375/7292/725/11221/91543/84695/8809/3329/7855/4292/10039/941/604/7037/7468/3558/59067/3567/3596/3565/972/84868/3662/4049/7124/6891/115004/80328/80329/196/3663/6363/8013/7186/710/9188/3902/3458/5027/144811/10538/8482/2242/8140/708/136/3965/79915/124626/718/3383/9466/684/3594/634/5817/259307"	61
"86"	"ES_Adultos"	"GO:0050863"	"regulation of T cell activation"	"60/1136"	"381/18870"	6.54941737061956e-12	4.09916475431718e-10	3.19400688613001e-10	"8764/3604/80149/149233/387597/6375/7292/11221/57162/84695/3329/1493/3485/11148/941/604/7037/3558/59067/836/3659/3565/972/84868/27166/3662/9308/3112/27242/115004/639/857/1960/3620/3717/29126/6363/283234/2615/3559/1326/3902/3458/3479/6541/8600/10673/384/10538/80381/8651/2175/3965/10148/970/8740/3594/634/259307/3956"	60
"87"	"ES_Adultos"	"GO:0042098"	"T cell proliferation"	"42/1136"	"213/18870"	7.04815574559135e-12	4.36002192634256e-10	3.39726283061674e-10	"7293/8764/3604/1503/149233/9047/6375/7292/57162/1493/3485/11148/941/604/7037/3558/59067/836/3659/3565/84868/27242/3620/3717/29126/6363/283234/2615/3559/3479/5027/6541/10673/384/80381/5699/3965/10148/970/8740/3594/259307"	42
"88"	"ES_Adultos"	"GO:0010389"	"regulation of G2/M transition of mitotic cell cycle"	"28/1136"	"104/18870"	1.04236599439374e-11	6.37400814962608e-10	4.96653029149733e-10	"63967/4998/9928/51514/1063/580/993/891/995/8870/1026/1021/6240/595/1111/983/1017/79035/1019/3306/90381/641/5347/9212/990/672/5932/29980"	28
"89"	"ES_Adultos"	"GO:0006302"	"double-strand break repair"	"52/1136"	"307/18870"	1.05890293160875e-11	6.40154954108927e-10	4.98799012520965e-10	"79000/8438/64858/348654/4175/10213/4292/10039/10721/83666/151636/4171/7468/3148/9319/4172/115004/253714/6119/4176/7516/157570/84296/4173/4796/9401/80010/2237/113130/1111/1763/2305/10635/79035/8914/55010/675/8110/7517/5888/641/116028/51659/672/146956/83990/5932/29128/10856/8318/4174/11144"	52
"90"	"ES_Adultos"	"GO:0035710"	"CD4-positive, alpha-beta T cell activation"	"30/1136"	"119/18870"	1.19273858114936e-11	7.12962837271304e-10	5.5552980870091e-10	"80149/149233/64218/6375/7292/91543/84695/8809/941/604/3558/59067/5734/3565/3662/9308/4602/29126/6363/30968/3559/3458/384/10538/8651/3965/9021/3594/602/5971"	30
"91"	"ES_Adultos"	"GO:0000724"	"double-strand break repair via homologous recombination"	"37/1136"	"175/18870"	1.47566015074622e-11	8.72279111329986e-10	6.79666628495743e-10	"79000/8438/348654/4175/10213/10721/4171/4172/115004/253714/6119/4176/7516/84296/4173/4796/9401/80010/2237/1111/10635/79035/8914/55010/675/7517/5888/641/116028/51659/672/5932/29128/10856/8318/4174/11144"	37
"92"	"ES_Adultos"	"GO:0002237"	"response to molecule of bacterial origin"	"58/1136"	"369/18870"	1.59979187788799e-11	9.35262943996054e-10	7.287426738141e-10	"80149/149233/3595/2634/115362/356/7292/5743/11221/129607/57162/7855/7867/941/4283/3627/6373/10563/4790/79931/25819/3148/836/5734/1437/3596/84868/4049/7124/6891/7128/196/3663/3620/10221/3717/29126/445/4791/10935/57379/3164/1019/1594/5027/2706/5106/4792/2643/2353/1543/1728/3394/8140/3965/8792/4793/5739"	58
"93"	"ES_Adultos"	"GO:0140013"	"meiotic nuclear division"	"39/1136"	"194/18870"	2.13960561029398e-11	1.23725020073521e-09	9.64046555301795e-10	"378708/2827/991/8438/83540/259266/23397/151648/4292/10051/84057/9319/9232/7272/9134/286151/80010/1164/10592/81930/84930/10635/9700/675/3306/5888/9133/5347/2175/7153/29893/146956/83990/201254/10403/256126/898/3976/11144"	39
"94"	"ES_Adultos"	"GO:0000725"	"recombinational repair"	"37/1136"	"179/18870"	2.97505135385381e-11	1.70185733360239e-09	1.3260613731156e-09	"79000/8438/348654/4175/10213/10721/4171/4172/115004/253714/6119/4176/7516/84296/4173/4796/9401/80010/2237/1111/10635/79035/8914/55010/675/7517/5888/641/116028/51659/672/5932/29128/10856/8318/4174/11144"	37
"95"	"ES_Adultos"	"GO:1902850"	"microtubule cytoskeleton organization involved in mitosis"	"35/1136"	"163/18870"	3.3088353530582e-11	1.87266000832656e-09	1.45914822176296e-09	"3925/55143/991/6491/84722/83540/4751/1058/57405/10039/1062/4085/891/64946/3833/7272/10783/89958/983/3832/29127/9700/5901/440145/9787/51203/9493/9055/5347/9212/7283/3837/332/10403/284403"	35
"96"	"ES_Adultos"	"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"58/1136"	"380/18870"	5.33799990419553e-11	2.9892799463495e-09	2.32920150944288e-09	"80149/149233/64218/6375/7292/725/9156/91543/84695/8809/3329/7855/4292/10039/941/604/7037/7468/10563/3558/3565/972/84868/3662/4049/7124/6891/7128/80328/80329/196/64005/3717/29126/6363/7186/710/4791/57379/7374/5027/10673/10538/3507/708/79915/9021/10148/970/718/3383/9466/3594/634/5817/602/5971/259307"	58
"97"	"ES_Adultos"	"GO:0034612"	"response to tumor necrosis factor"	"45/1136"	"259/18870"	1.10525121716373e-10	6.12493382844903e-09	4.77245536534077e-09	"8784/7293/8764/80149/2633/2634/9447/6846/6375/5743/1545/6772/6364/10293/4790/836/7124/27242/7128/1687/3717/6363/445/7186/330/355/8600/10673/5106/4792/2643/2353/84888/6367/55512/1984/6346/6348/6351/6349/672/8877/8792/970/6370"	45
"98"	"ES_Adultos"	"GO:0032496"	"response to lipopolysaccharide"	"54/1136"	"348/18870"	1.32505823116038e-10	7.26732968017859e-09	5.66259285329309e-09	"80149/149233/3595/2634/115362/356/7292/5743/11221/129607/57162/7867/941/4283/3627/6373/10563/4790/79931/25819/3148/836/5734/1437/3596/84868/4049/7124/7128/3620/10221/3717/29126/445/4791/10935/57379/3164/1019/1594/5027/2706/5106/4792/2643/2353/1543/1728/3394/8140/3965/8792/4793/5739"	54
"99"	"ES_Adultos"	"GO:0043367"	"CD4-positive, alpha-beta T cell differentiation"	"25/1136"	"93/18870"	1.37753633412319e-10	7.47805438524018e-09	5.82678634132881e-09	"80149/149233/64218/7292/91543/84695/8809/941/604/3558/59067/5734/3565/3662/9308/4602/6363/3458/10538/8651/3965/9021/3594/602/5971"	25
"100"	"ES_Adultos"	"GO:0042770"	"signal transduction in response to DNA damage"	"37/1136"	"189/18870"	1.55547920946382e-10	8.35873676196719e-09	6.51300066652687e-09	"26270/63967/4582/8444/25896/51514/200734/51776/580/83666/151636/972/8870/1026/595/1111/983/2305/1017/144455/675/10538/5888/79968/54962/90381/641/5347/3090/79915/672/146956/83990/5366/602/51512/29980"	37
"101"	"ES_Adultos"	"GO:0046631"	"alpha-beta T cell activation"	"36/1136"	"181/18870"	1.72690415453216e-10	9.18713010211109e-09	7.15847216899752e-09	"8764/80149/149233/64218/6375/7292/91543/84695/8809/941/604/3558/59067/5734/3659/3565/3662/9308/639/4602/3717/29126/6363/30968/3559/3458/384/10538/8651/3965/9021/596/10148/3594/602/5971"	36
"102"	"ES_Adultos"	"GO:0006275"	"regulation of DNA replication"	"29/1136"	"124/18870"	1.8580399886161e-10	9.78690370241351e-09	7.62580664426284e-09	"4175/4171/5984/604/890/51053/4172/5982/4176/157570/4173/79075/79733/983/1763/57379/1017/8914/144455/5985/5983/54962/90381/641/81620/79915/990/10856/4174"	29
"103"	"ES_Adultos"	"GO:1903037"	"regulation of leukocyte cell-cell adhesion"	"57/1136"	"382/18870"	1.92204162777598e-10	1.00247661370276e-08	7.8111454387841e-09	"8764/80149/149233/387597/6375/7292/11221/57162/84695/3329/1493/3485/11148/941/604/7037/3558/59067/836/3659/3565/972/84868/9308/7124/3112/27242/857/1960/3620/3717/29126/6363/8013/445/283234/2615/3559/1326/3902/3458/3479/6541/8600/10673/384/80381/8651/3965/10148/970/8740/6370/3594/634/259307/3956"	57
"104"	"ES_Adultos"	"GO:0042129"	"regulation of T cell proliferation"	"36/1136"	"182/18870"	2.03047876342132e-10	1.04875213800014e-08	8.17171729213402e-09	"8764/3604/149233/6375/7292/57162/1493/3485/11148/941/604/7037/3558/59067/836/3659/3565/84868/27242/3620/3717/29126/6363/283234/2615/3559/3479/6541/10673/384/80381/3965/10148/970/3594/259307"	36
"105"	"ES_Adultos"	"GO:0002294"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	"22/1136"	"75/18870"	2.7784075644537e-10	1.42068105418306e-08	1.1069730889143e-08	"80149/149233/64218/7292/84695/8809/941/604/3558/59067/5734/3565/3662/4602/6363/3458/10538/3965/9021/3594/602/5971"	22
"106"	"ES_Adultos"	"GO:0071356"	"cellular response to tumor necrosis factor"	"42/1136"	"238/18870"	2.80397576483499e-10	1.42068105418306e-08	1.1069730889143e-08	"8784/7293/8764/80149/2633/2634/9447/6846/6375/1545/6772/6364/10293/4790/7124/27242/7128/1687/3717/6363/445/7186/330/355/8600/10673/5106/4792/2353/84888/6367/55512/1984/6346/6348/6351/6349/672/8877/8792/970/6370"	42
"107"	"ES_Adultos"	"GO:0007159"	"leukocyte cell-cell adhesion"	"60/1136"	"419/18870"	3.40249618295246e-10	1.70766789559501e-08	1.33058887472361e-08	"8764/80149/149233/387597/6375/7292/11221/57162/84695/3329/1493/3485/11148/941/604/7037/64116/3558/59067/836/3659/3565/972/84868/9308/7124/3112/27242/857/1960/3620/3717/29126/6363/8013/445/283234/2615/3559/1326/3902/3458/3479/6541/8600/10673/384/80381/8651/3965/10148/970/8740/6370/3383/3594/634/259307/3956/58494"	60
"108"	"ES_Adultos"	"GO:0002287"	"alpha-beta T cell activation involved in immune response"	"22/1136"	"76/18870"	3.6902034530514e-10	1.81776688613273e-08	1.41637633509907e-08	"80149/149233/64218/7292/84695/8809/941/604/3558/59067/5734/3565/3662/4602/6363/3458/10538/3965/9021/3594/602/5971"	22
"109"	"ES_Adultos"	"GO:0002293"	"alpha-beta T cell differentiation involved in immune response"	"22/1136"	"76/18870"	3.6902034530514e-10	1.81776688613273e-08	1.41637633509907e-08	"80149/149233/64218/7292/84695/8809/941/604/3558/59067/5734/3565/3662/4602/6363/3458/10538/3965/9021/3594/602/5971"	22
"110"	"ES_Adultos"	"GO:0051383"	"kinetochore organization"	"12/1136"	"21/18870"	3.79148280743031e-10	1.85052188399351e-08	1.44189853169102e-08	"83540/1063/1058/10051/1062/64946/387103/10592/9735/9787/201254/10403"	12
"111"	"ES_Adultos"	"GO:0051250"	"negative regulation of lymphocyte activation"	"34/1136"	"169/18870"	4.01990921517816e-10	1.94417427497708e-08	1.51487105161451e-08	"8764/80149/387597/6375/7292/3398/57162/84695/1493/10039/941/604/3558/836/3659/3565/972/84868/7940/27242/7128/3620/29126/51083/2615/3559/3902/384/7301/8651/3965/634/259307/64092"	34
"112"	"ES_Adultos"	"GO:0034508"	"centromere complex assembly"	"14/1136"	"30/18870"	4.44558350200723e-10	2.13067605681788e-08	1.66019040596534e-08	"4678/1063/79172/1058/55355/1062/64946/387103/401541/9735/9787/11339/55839/201254"	14
"113"	"ES_Adultos"	"GO:0051251"	"positive regulation of lymphocyte activation"	"51/1136"	"330/18870"	5.01623490412053e-10	2.38271157945725e-08	1.85657265530326e-08	"7293/8764/149233/6375/7292/11221/57162/3329/3485/4292/11148/941/604/7037/7468/952/3558/59067/3567/3596/3565/972/84868/9308/3112/1026/857/1960/3717/29126/6363/283234/3601/3559/1326/3458/3479/6541/8600/10673/80381/8651/3965/79915/596/10148/970/8740/3594/259307/3956"	51
"114"	"ES_Adultos"	"GO:0007052"	"mitotic spindle organization"	"29/1136"	"130/18870"	6.16253050020573e-10	2.9012975452296e-08	2.26064695946066e-08	"3925/55143/991/6491/84722/83540/4751/57405/10039/1062/891/64946/3833/7272/10783/3832/29127/5901/440145/9787/9493/9055/5347/9212/7283/3837/332/10403/284403"	29
"115"	"ES_Adultos"	"GO:0050867"	"positive regulation of cell activation"	"57/1136"	"396/18870"	7.7641607149046e-10	3.62327500028881e-08	2.82320082135682e-08	"7293/8764/149233/6375/7292/11221/57162/3329/3485/4292/11148/941/604/7037/7468/952/3558/59067/3567/3596/3565/972/84868/9308/7124/3112/1026/4602/857/1960/3717/29126/6363/8013/283234/3601/3559/1326/59/3458/3479/6541/8600/10673/80381/8651/136/3965/79915/6348/596/10148/970/8740/3594/259307/3956"	57
"116"	"ES_Adultos"	"GO:0046632"	"alpha-beta T cell differentiation"	"28/1136"	"124/18870"	9.03614594074383e-10	4.18019968737019e-08	3.25714807456743e-08	"80149/149233/64218/7292/91543/84695/8809/941/604/3558/59067/5734/3659/3565/3662/9308/639/4602/6363/3458/10538/8651/3965/9021/596/3594/602/5971"	28
"117"	"ES_Adultos"	"GO:0007051"	"spindle organization"	"37/1136"	"202/18870"	1.10529236196682e-09	5.06909945315817e-08	3.9497652644513e-08	"79000/3925/55143/991/6491/84722/83540/259266/4751/57405/4292/10039/1062/891/64946/203068/3833/7272/10783/3832/29127/9700/5901/440145/9787/90417/9133/9493/9055/5347/9212/10615/7283/3837/332/10403/284403"	37
"118"	"ES_Adultos"	"GO:0002696"	"positive regulation of leukocyte activation"	"55/1136"	"380/18870"	1.25852892074085e-09	5.7225417592661e-08	4.45891757973682e-08	"7293/8764/149233/6375/7292/11221/57162/3329/3485/4292/11148/941/604/7037/7468/952/3558/59067/3567/3596/3565/972/84868/9308/7124/3112/1026/857/1960/3717/29126/6363/8013/283234/3601/3559/1326/3458/3479/6541/8600/10673/80381/8651/136/3965/79915/6348/596/10148/970/8740/3594/259307/3956"	55
