logFC	logCPM	PValue	FDR
CACNA1I	-0.786569062220352	7.53453118423459	0.000432687609153556	0.0321264072437097
TAB2	0.652661400693502	7.77497285311526	0.000445886067997271	0.0330075480604905
DDX21	0.823153038057662	7.21724467118485	0.000450158814648242	0.033176851885991
MAP2K6	-1.21047164777271	4.67863080333346	0.000450848787676074	0.033176851885991
INPP5D	-0.71996666088257	7.06413164639993	0.000455927184706849	0.0334512966081218
MARCHF3	1.28640898175268	3.96064375089771	0.000460748141849254	0.0337052895861937
TGIF2	0.590100241311152	6.05671983051564	0.000466377111771077	0.0340167235141498
IARS1	0.574814454420597	7.03069161310619	0.000472973237313519	0.0343603128358073
TP53	0.604979993187631	6.552058347094	0.000474092256939115	0.0343603128358073
NFIX	1.53228308022596	3.98303911384992	0.000475244457545945	0.0343603128358073
ETV6	0.751879744457164	5.54517553633046	0.000478141719761782	0.0344181638723532
CETP	2.52354839135472	1.32436251330464	0.000478820377271739	0.0344181638723532
GPR171	1.47182607636452	6.09156328332906	0.000489823586235887	0.0351073269221496
PDLIM2	-0.587468844967475	5.3245380224589	0.000495270020092077	0.0353470178233767
CCL4L2	4.34704393767684	4.24965244559334	0.000496018476653699	0.0353470178233767
GADD45B	1.04092860844993	5.85229428920645	0.000501943976670499	0.0356667870414089
MIA-RAB4B	-3.43438136833965	0.7687906404683	0.000510200216011887	0.0360588326472961
PPARD	-0.64146064819366	6.45928505002138	0.000510369380184722	0.0360588326472961
TIFA	1.54297147145377	4.63433414219663	0.000513317344430003	0.0361640818878399
BCOR	0.711264460722771	5.78477654937066	0.000520458976416725	0.0365239924991731
XCL2	2.98998231168813	1.90782763548581	0.000521371561139855	0.0365239924991731
ELL2	0.813797826504326	4.5701478412572	0.000524099766362317	0.0365255707924288
HDAC5	0.592553687234929	6.86501193891216	0.000524339820238908	0.0365255707924288
IL18R1	1.53135024798794	3.40663508555049	0.000527415106161555	0.0366368829627462
TLR3	3.05309147820757	0.997446617990658	0.000536197367647392	0.0371429008946583
HDAC7	0.76096078867036	8.04071005473956	0.000541930862529413	0.0374354971026934
CXCL11	4.93112136895624	-0.486274019401777	0.000568345566212645	0.0391511158236316
RIGI	0.96285230975019	6.48321945676806	0.000573341138153427	0.0393858362467225
RNF125	-0.6605989238746	5.79880848585514	0.0005770547718141	0.0395314400171764
UBD	4.17425111439076	0.1794691322044	0.000601446875598424	0.041088928561888
ARRDC5	8.62986835657652	-0.273903712898633	0.000611347618883211	0.041650575826057
SOD2	0.819052558322487	6.85751100123662	0.000618361126973295	0.0420129796926322
SEPTIN9	-0.599114529761615	8.81315327138007	0.000627425309525578	0.0425123504123629
PLSCR1	1.50643086368961	3.44189743917549	0.000631438875780774	0.0426677184754425
IFNG	4.66916257615486	2.57093054714576	0.000644825093202507	0.0434538518650244
THBS4-AS1	-1.16928307335711	3.22521979554218	0.000655214748587939	0.0440343375345049
VSIG1	-0.912376045768584	5.04244675314623	0.000672527816977384	0.045075722522222
TSPAN18	-1.5432743385927	4.01564401088048	0.000700872659764581	0.0468488978153689
MYB	1.33885154983858	4.82289884766108	0.000708261795312099	0.0472155490912493
CDC42SE2	0.996540959536039	9.1716634239565	0.000722552638807454	0.047812499307678
LACTB	1.01541456391617	4.53178043992067	0.000722628736708943	0.047812499307678
TBC1D1	1.06418090667361	6.46753303187038	0.000723000412935169	0.047812499307678
XIRP1	5.5978989622828	-1.14108509289247	0.000730703177140614	0.0481933725795481
PIK3R5	-0.588724403210703	6.47778312227827	0.000735170789571602	0.0483594175347113
NUP62	0.65108681003267	6.70473856084754	0.000743003882869532	0.0487453790774643
RAB27B	1.79248343300639	2.92215071187338	0.000758719669117321	0.0496450899061753
BAZ1A	0.981877337061526	6.80858527777597	0.00076244819798429	0.04975777068898
PRR36	-2.63746535645759	-2.05143526163927	0.000766824356087107	0.0499120136656278
SLC22A23	-0.595604342864344	6.05498627868009	0.000774625949607535	0.0502878244092075
KCNK5	2.8077928901781	0.546788038263051	0.000778131638350189	0.0503074610493439
TXNIP	-0.613586522120908	9.99030284004728	0.000778985646314289	0.0503074610493439
FGD3	-0.568699282334575	8.48376603067091	0.000781214182388401	0.0503100861564886
PSMB10	1.12258812396708	6.67259127617555	0.000783083723392257	0.0503100861564886
DNAJC10	0.733302710164101	6.23196097996539	0.000797035452572767	0.0510741141817883
STARD10	0.909665330641035	4.59654751350368	0.00080479426558381	0.0514383840005488
SBK1	-0.865192807525879	5.51322984985872	0.000807329594191316	0.05146778047905
MITD1	0.843948546537203	6.79683446052209	0.000813773673396491	0.051745572632204
DNPEP	0.995053407915318	5.98351750247947	0.00082180179202054	0.0520586858023497
SIPA1L1	0.742229791485148	5.34519913015134	0.000822896279467764	0.0520586858023497
IFITM3	1.04056634596402	4.73424240034747	0.000844009957468786	0.0532585316419044
TPR	0.688446531422176	8.43719279640246	0.000846664112611533	0.0532904145397295
TKTL1	-2.30537012250731	-0.0239718470194505	0.000853073824186862	0.053557918394962
IKBKE	0.704931900200201	6.11865141319399	0.000859046598955858	0.053796708604814
CCL2	5.66616988481347	-2.66447779661399	0.000862463648689484	0.0538746499341323
EXOC2	0.698078834487582	6.43037380331523	0.000871565925140923	0.0543064406471602
AIM2	2.46155904562706	1.6636469106416	0.000874443894461579	0.0543492083678012
MFNG	-0.6784012366761	6.76777450067966	0.000880126194022481	0.0545656237139088
CRTAM	1.638443889159	3.83873323435321	0.000889848796184624	0.0550308236822506
EPB41L2	0.883420839885239	5.45880682209744	0.000892426614737434	0.0550529542758051
VPS54	0.931327640640842	5.54855651864706	0.000900355445717793	0.0554042548346291
KCNH2	-1.39561161502071	2.03597203413946	0.000906273298273856	0.055630375059142
IL17RA	-0.625106428190656	7.28144707508352	0.000926643973274127	0.0567403552919138
SLC35F2	0.959640894264425	3.27635100107087	0.000931747798201508	0.0568910141604765
GPR155	1.4163853411767	6.75451121694919	0.000933692599028748	0.0568910141604765
TAF8	0.740173833269037	6.09712625009085	0.000947067301712562	0.0575645147430633
LPIN2	1.23682153028306	7.86481226158123	0.000949587097703997	0.0575765536331575
RRP12	0.805964483554879	3.75626690135883	0.000955832095316639	0.0578138539798959
CFP	-0.821313255097476	4.3132274642656	0.000973199038612803	0.0586204610250253
PLXNA1	0.824501387845007	5.9345297596875	0.000973895316033325	0.0586204610250253
HNRNPH2	0.633203706713121	6.09419653751848	0.00101146449848214	0.060734402173992
ETS2	0.662214628889823	5.67565263084506	0.00102043351883454	0.0611249537042943
TMEM71	-0.616206964543541	6.34448951776741	0.00102634050814523	0.0613306464132373
RTN3	-0.579249827006375	6.16619823560092	0.001043412730814	0.0622009430563855
LGALS3BP	1.22664298700081	7.00091144091652	0.00105481653733496	0.0627299647706707
SASH3	-0.711504715501052	7.17853797450182	0.00105839549874419	0.062792224816644
HMOX2	-0.641868600951176	6.05364276512531	0.00106530392991667	0.0630512462004856
STAT2	1.2627598474876	8.10289182016645	0.00106933051522628	0.0631388748740392
TAPBPL	0.847974784429594	5.63885638145798	0.00107271467124219	0.0631882449694417
LY75	0.837498866268226	6.29460080260657	0.00107586620161526	0.0632237107437363
HLA-F	0.799982259011574	8.91458640903972	0.00108504764643811	0.0635484762655914
SAMD9	1.05861612741474	7.11638388027912	0.0010865177602569	0.0635484762655914
WNT10A	1.40904812189811	2.06519686841218	0.00110729924065859	0.064611562044923
ABCF1	0.575113483646676	6.90288662936138	0.00112145721553041	0.0652840786101846
RAB19	1.90505981792332	1.07010295521924	0.00112437910356892	0.0653008838159385
FCGBP	1.58821538504536	6.5090546463623	0.00113836440585097	0.0659586422913508
PTPN6	0.665289149895253	8.12999350560824	0.00114857211414318	0.0663949647054467
CXCR1	-3.3108627782642	-2.70268195112375	0.00115343993943468	0.0665212954838156
MAGT1	0.686722367405588	5.61233896814695	0.00116125947774902	0.0668168765399022
PRG4	2.16643876622005	2.13386151918153	0.00118515996707304	0.0679869992793309
CTSS	0.982487558060887	6.79925488645128	0.00118766681318806	0.0679869992793309
TLE5	-0.612196681208669	9.32598041435452	0.0011898204640199	0.0679869992793309
MGAT5	-0.610073905372521	6.13924428549998	0.00119336294142173	0.0680326611133733
IFI44L	3.24691449495791	4.24536813321988	0.00121042590314299	0.0688471375505576
MKRN1	0.787210848163991	7.9642123400673	0.00122146702437971	0.0691727594845314
ACAN	5.13661201807444	-1.43994101965557	0.00122172945095467	0.0691727594845314
SLA2	-0.972227451676318	4.9726608019523	0.00123036296939298	0.069502895849605
NHS	3.28758462308495	-0.565839332036252	0.0012424721713909	0.0700274258598246
TSC22D3	-0.862221749503013	7.80746794923873	0.00125172124506492	0.0703887418511678
LIME1	-0.807197715803389	5.45560229926957	0.00126963530229874	0.071234583397526
PDK1	0.929916590358346	6.34842993369912	0.0012789899256933	0.0715974518448489
PCDH18	3.94550495254951	-0.438463576158705	0.00129488022643497	0.0723237268814435
LINC01801	-0.984335477802213	4.94270776182998	0.0013372331497178	0.074501023334388
PLEKHG2	0.635790797491639	4.58430671976897	0.00133987081765946	0.074501023334388
NOL4L	-0.550214693287218	6.83574556976455	0.00135365874224593	0.0750992911609774
B4GALT5	0.759216969937561	4.08383739065612	0.00140357191463256	0.0776945980155645
MIR155HG	3.92712454190124	0.0903220054157757	0.00141335542774949	0.078061918157594
VCAM1	3.44358952326579	-2.69698599863247	0.00142458280822841	0.0783711943696393
RNF207	2.10089494982662	1.54281914852913	0.00142527556194634	0.0783711943696393
ENO1	0.650406947028507	8.5940765751135	0.00145287338822816	0.0797119627315714
PGBD4	1.02412254594319	2.94942531887185	0.00154462758953063	0.0845589836484989
DHRS13	-0.823526762586117	3.63299622039327	0.00155102996671538	0.0847224496576534
EPHA1	-0.850053989979451	5.08508235639785	0.00157099672134514	0.0855359660049363
IL3	7.44384460687056	-1.30514410358323	0.00157282150482886	0.0855359660049363
PSTPIP2	1.57648174266421	4.41601925529457	0.00157810186370745	0.08556362370591
SQOR	0.738402041837849	5.63177817967927	0.00158023064064304	0.08556362370591
ABCD2	1.04740299773007	4.86899179652111	0.0015947359123111	0.0860494504818063
ITGB7	-0.548492009221308	7.90285536295972	0.00159614287760115	0.0860494504818063
ITPR1-DT	-6.75624504780571	-2.04578389603374	0.00160766678026689	0.0863809462697371
POLR3D	0.762006396511882	4.88989505940886	0.00160925832398962	0.0863809462697371
IL15	1.89172873600805	2.46756140473843	0.00165738294581421	0.0886886090409944
EIF4E3	0.88095756114916	6.29702943206298	0.0016598935535518	0.0886886090409944
RFC1	0.581263179770167	6.4041424051287	0.00166297847510232	0.0886886090409944
CD82	0.680511742087299	5.33348327423076	0.00167755248504121	0.0892738714088775
VAMP2	-0.571716976088662	8.29192088478471	0.00169148390699221	0.0898181232543417
STMN3	-0.724904694772341	6.7767355246468	0.00169502325428573	0.0898181232543417
ME2	0.564163130168828	5.92790418062258	0.00173221816066007	0.0915933436379723
PLAAT4	1.08680458033586	6.14961853941589	0.00176197197977034	0.0926629111520438
SYNJ2BP	0.664201470350132	5.75510760012687	0.00176346249554422	0.0926629111520438
TMC6	-0.689876601381932	8.38372169332397	0.0017636555531983	0.0926629111520438
NAA25	0.644864339506154	5.82412316077111	0.00177302283282927	0.0929581252248055
LINC01128	-0.644156696871264	4.89921438551926	0.00178809621428399	0.0935506287300183
S1PR1	-0.703172852303119	7.60437474833506	0.0018034072887554	0.0941530470607265
DDIT4	-0.94698445290526	4.79004534178513	0.00180866367524557	0.094229097652132
PNRC1	0.571847167222236	8.11889782729912	0.00181770076007826	0.0945013860569827
C2CD4A	6.00958210541721	-2.3918980132274	0.00186867307127249	0.0968641684467814
RNASEK-C17orf49	1.29826137773171	3.68326523492628	0.00187095998572557	0.0968641684467814
LUC7L2	0.520722379258388	6.96063291270081	0.00188308219224268	0.0972886568446377
MOV10	0.763695466669843	7.09171226761125	0.00189715170536977	0.0978117778408837
SH2B3	0.542696121597312	5.68980756244135	0.00192920653370451	0.0991819645625768
AEBP1	-0.611248564452781	5.41622490687566	0.0019317266375146	0.0991819645625768
MIOS	0.533075178574464	5.15254786456235	0.00194519288908099	0.0995701340354418
BYSL	1.27520943994771	2.23879399192676	0.00195034146769548	0.0995701340354418
NR1D1	-1.03619644064821	3.96884955608496	0.00195133211586051	0.0995701340354418
TRAF1	0.494817525081949	7.61885652791502	0.00196304984130554	0.0997923652068466
WSB2	0.819681787465016	4.75442951238211	0.00196373540146543	0.0997923652068466
FOSL1	2.25501384814312	-1.26692115471933	0.00196790406915991	0.0997996994091954
CDC25B	-0.7392679530598	8.71185100745296	0.00197241839396517	0.0998244974529433
TRIM73	-0.753377572204886	4.0757346201865	0.00201414646178169	0.101728753779479
NOD2	2.44227668514525	3.01589811226282	0.00204562980908672	0.103108889503133
GAS8	1.31429245143428	3.20967186832809	0.00205434718608423	0.103338247196152
IL10RA	-0.535649076679839	7.83731131552254	0.00207739670234908	0.10428615550922
DNAJB11	0.532810579931478	5.68943863591265	0.00208162703575973	0.104287411837991
GTF2H1	0.648802331576085	5.93023062128561	0.00208909878323125	0.104450727268854
SOAT1	0.90408689318606	6.42225998485046	0.00210938627508208	0.105231732821277
ADAR	0.701149641876253	8.2417598081228	0.00211320629642309	0.105231732821277
SP140	1.04782303925979	5.67787808592338	0.00211945778012784	0.105331530038858
THRA	-0.910503661759972	5.4859445213343	0.00213125469237372	0.105705970232352
CASP1	1.03806082572526	6.23008395269806	0.00216781842375496	0.107142537574919
CD160	2.27816127553108	1.16202446605876	0.00216885978719341	0.107142537574919
SLFN13	0.916994058869771	4.46025136001169	0.00220765828363244	0.108842381264018
PHLDA1	1.31397320105226	2.31047426902539	0.00223655455198384	0.110048246695729
UTP20	0.681276956485285	4.90475468653618	0.00226304331878161	0.110873783215952
DCHS1-AS1	-1.61497923310858	2.30833193289841	0.002263788260925	0.110873783215952
IL21-AS1	3.77574696801558	-2.48424253033584	0.00226674495304197	0.110873783215952
NOTCH2	0.692755150042176	6.8531018315274	0.00228687181692185	0.111638059424892
MAP1LC3A	1.50041449871685	1.13133064668415	0.00230484629570805	0.11229446618323
ASB7	0.791102519205901	5.04576163075706	0.00232414015618798	0.113012454379031
CD40LG	-0.578036630482595	6.13136682155842	0.00232946261282144	0.113049595568217
PGPEP1	-0.526810202473965	6.18100053976068	0.00233413094553144	0.113054908824676
LPAR6	0.624310605929081	7.0786381355889	0.0023674354389442	0.114444505751223
TBC1D10C	-0.657679018619401	8.17809727269134	0.00240110502453608	0.115846310318035
CCM2	-0.565761318726165	7.83633136382197	0.00240844407597654	0.115974766291539
RIPK2	1.3687417428983	4.68780172897228	0.00241982224212398	0.116155482657226
AMIGO1	-0.690744967598226	5.88955853421643	0.00242156476203822	0.116155482657226
PSMA2	0.600597827350152	6.07274471467982	0.00244650489385463	0.117125241047685
VSIR	-0.689015828328517	6.90873385460859	0.00247061860577053	0.118051774189795
XRN1	1.16256928343691	7.11205622298255	0.00248144239359359	0.118340942151399
LMAN1	0.759465088425514	6.53053026782248	0.00251504821412252	0.11971339858354
RTN4R	-1.58914025634011	1.07099528180857	0.00256085858158447	0.121660406062669
PTGER4	0.714800309171858	5.08952873289182	0.00256684135406131	0.121711469864945
CD27	-0.595931495654471	7.10116221603122	0.0025775021867119	0.121983734214253
OSBPL3	0.671582054681092	5.17980188862492	0.00258699603082943	0.122031956637643
MAFF	1.26127994745061	2.78367860896822	0.00258836280460503	0.122031956637643
TJP3	-1.01611365529598	4.82685189457676	0.00260502859686881	0.122584637900853
LCK	-0.59339663496564	9.08494688016696	0.00263055212327921	0.123551253987123
KHNYN	0.552960819588022	7.78721537501926	0.00264207652329084	0.123620554704632
PSMA5	0.653174184685632	6.56265123318031	0.00265278701154993	0.123620554704632
EPHX2	0.705086247057101	6.8976020038621	0.00265345704583721	0.123620554704632
SEMA6C	-1.01745481909369	3.2720269846507	0.00265364502804735	0.123620554704632
INMT	2.1928002520814	0.392903455501007	0.00265695212135847	0.123620554704632
ARHGEF18	-0.618907553499486	8.04840722415808	0.00268784407005752	0.124823679950106
YPEL3	-0.70703614182983	7.84150187417752	0.00271104453029252	0.125665781881727
ZNF827	0.685111839461976	4.51342607656371	0.00272868599262648	0.126084200101383
RAP1GAP2	-1.9568799390959	1.7730455585818	0.0027302397457334	0.126084200101383
SRBD1	0.735004336219529	4.37204707005553	0.00274722653421395	0.126632845394
LINC02605	3.2696526618823	-1.82265347111636	0.00275418055733732	0.126717854622279
CALHM2	-1.27970964709162	3.89027552626239	0.00277200622232525	0.127301819087859
TRERF1	-0.604851927040042	5.43304481203948	0.00277893155932613	0.12738396255033
TP53BP2	0.52448363023829	6.00044514482333	0.00278923221000125	0.12762023906978
SCNN1A	-1.68814263555821	1.2514463874379	0.0028192419936555	0.128755768325346
MAP4	0.501277834351977	6.47177480213533	0.00284883667865016	0.129868199988686
ZNNT1	-0.602037385968617	4.84479900487617	0.00289287123265503	0.131633603116719
TIMP1	-1.45291755268624	5.01860265007595	0.00290474307338351	0.131931727979556
ZNF641	0.58095772581598	5.57716189106304	0.00292496436023319	0.132607296470609
DNAJC15	0.690212280704793	5.25400144284356	0.00293322465901813	0.132739121020056
GPA33	-0.900216968548539	6.12467474771333	0.00294279003183018	0.132798321161612
NPTXR	-0.859042703673105	4.33207913055155	0.00295342308985612	0.132798321161612
IFITM1	0.760175966368818	7.68401874185664	0.00295949988592575	0.132798321161612
MRFAP1L2	-0.559764623760091	5.72503565865563	0.00296031714107675	0.132798321161612
RASA3	-0.785946630005124	7.99599971721088	0.00296130777863509	0.132798321161612
IL6R	-0.500321979805172	7.19530338234618	0.00297048095639178	0.132844892358995
LGR6	-2.18853393906006	-1.40641033809114	0.00297306001287318	0.132844892358995
MORC2	-0.52834447817535	6.59823765809635	0.00299502501141238	0.133169384255218
